Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
SECEN TEKSTIL,DOS-0003,CHARME AW,AW 26-27,SCN0227 V2 BEIGE,510-1880,PAPION,AMANDE,CM300,MAR-LEN,TX84,52% CO 44% PA 4% EA,DOUBLE,WEFT,,240,130,PD,,,5.95,,,,
SECEN TEKSTIL,DOS-0003,MUSTANG SS,SS25,SCN00004,510-1018,CARLO,GAMAT,OM800,DELOOR,3R201,50% CO 50% PES,PLAIN,RIGID,,135,150,PD,,,4.4,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,5802 / ASTREA,510-1029,CORINTHA,CAPRI,SM500,MAR-LEN,TX84,15% VIS 28% CO 57% RAY,TWILL,RIGID,,180,154,PD,,,4.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,5906,510-1041,RAPHAEL,L.OLIVE,HM122,MAR-LEN,TX84,64% RAY 32% CO 4% EA,TWILL,WEFT,,180,142,PD,,,6.6,#8EC73A,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,5906,510-1041,RAPHAEL,CAPRI,SM500,MAR-LEN,TX84,64% RAY 32% CO 4% EA,TWILL,WEFT,,180,142,PD,,,6.6,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,7246 / SINGAPORE,510-1045,SABRINA,RUST,OM680,MAR-LEN,TX84,79% RAY 19%VIS 2% SILK,TWILL,RIGID,,195,152,PD,,,7.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN V44,510-1047,MADLEINE,ORCHID,LM380,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PD,,,3.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN,510-1047,MADLEINE,CAPRI,SM500,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PD,,,3.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN,510-1047,MADLEINE,FANGO,DM680,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PD,,,3.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN V64,510-1047,MADLEINE,CAFE,CD782,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PD,,,3.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN v59,510-1047,MADLEINE,PIETRA,DL620,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PD,,,3.9,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,510-1050,510-1050,CALAI,CITRUS,SD255,MAR-LEN,TX84,48% C0 48% RAY 4% EA,FANCY,WEFT,,230,140,PD,,,,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,510-1050,510-1050,CALAI,SMOKEY,DD684,MAR-LEN,TX84,48% C0 48% RAY 4% EA,FANCY,WEFT,,230,140,PD,,,,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,5907 / PIANO,510-1055,RITA,IVORY,AM101,MAR-LEN,TX84,46% CO 51% RAY 3% EA,TWILL,WEFT,,210,150,PD,,,6.9,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,7583 / ROYAL,510-1066,PEARL,,LM618,MAR-LEN,TX84,100% PES,TWILL,WEFT,,180,152,PD,,,6.1,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,7583 / ROYAL,510-1066,PEARL,BLACK,XM001,MAR-LEN,TX84,100% PES,TWILL,WEFT,,180,152,PD,,,6.1,,,,
SECEN TEKSTIL,DOS-0003,CHARME AW,AW 26-27,8426 v1,510-1080,RANA,CHARME,LM450,MAR-LEN,TX84,66% VIS 32% PES 2% EA,FANCY,WEFT,,275,125,PD,,,6.6,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,8163 / V1,510-1086,LAVOS,IVORY,AM101,MAR-LEN,TX84,51% RAY 39% VIS 10% LI,TWILL,RIGID,,240,149,PD,,,6.65,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,8000 / MINOS S,510-1097,REBECA,,FL781,MAR-LEN,TX84,49% RAYON 51% MODAL,TWILL,RIGID,,130,150,PD,,,5,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,AW 26-27,8113 NEW YORK V6,510-1220,VERSAILLES,SKY.STAR,NM280,MAR-LEN,TX84,54% PES 22% VIS 22% RAY 2% EA,SATEEN,WEFT,,225,140,PD,,,,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,AW 26-27,8282 NEW YORK V3,510-1225,VANDA,SKY.STAR,NM280,MAR-LEN,TX84,47% VIS 53% PES,SATEEN,WEFT,,213,160,PD,,,,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,6780 / FLOSSY,510-1179,TULIA,,EL298,MAR-LEN,TX84,36% TEN 64% RAYON,TWILL,RIGID,,150,150,PD,,,6,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,7630-CALYPSO V3,510-1185,ROSALIE,LAILAC,VM300,MAR-LEN,TX84,96% RAY 4% EA ,PLAIN,WEFT,,165,135,PD,,,7.95,#B4ABBA,,,
SECEN TEKSTIL,DOS-0003,MUSTANG SS,SS25,7855-HELSINKI,510-1214,PARIS,COBALT,MM500,,,100% PA,PLAIN,RIGID,,82,142,PD,,,3.8,#047FC2,—,,
SECEN TEKSTIL,DOS-0003,MUSTANG SS,SS25,7855-HELSINKI,510-1214,PARIS,,GL250,,,100% PA,PLAIN,RIGID,,82,142,PD,,,3.8,,,,
SECEN TEKSTIL,DOS-0003,MUSTANG SS,SS25,7855-HELSINKI,510-1214,PARIS,OPTIC-WHITE,AX001,,,100% PA,PLAIN,RIGID,,82,142,PD,,,3.8,,,,
SECEN TEKSTIL,DOS-0003,MUSTANG SS,SS25,8187-SIRIUS,510-1215,PARMA,OFF-WHITE,AM001,,,100% PA,PLAIN,RIGID,,85,140,PD,,,3.5,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,6775 / SOFIA,510-1199,RENATA,CAPRI,SM500,MAR-LEN,TX84,100% RAY,SATEEN,RIGID,,195,140,PD,,,4.15,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,6295 / RAYON JORJET,510-1756,GIORGINA,ODYSSEY,NM800,VTRANS,X800,100% RAY,PLAIN,RIGID,,100,140,PD,,,3.7,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,6295 / RAYON JORJET,510-1756,GIORGINA,GRAIN,DM500,VTRANS,X800,100% RAY,PLAIN,RIGID,,100,140,PD,,,3.7,,,,
SECEN TEKSTIL,DOS-0003,OVERDOSE,SS25,6295 / RAYON JORJET,510-1756,GIORGINA,BLACK,XM001,VTRANS,X800,100% RAY,PLAIN,RIGID,,100,140,PD,,,3.7,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7819 / OREGON,510-1856,TINA,ELCH,EM215,MAR-LEN,TX84,48% CO 52% TEN,RIBS,RIGID,,230,155,PD,,,6.5,,,,
SECEN TEKSTIL,DOS-0003,CHARME AW,AW 26-27,7427-WASHINGTON-V19,510-1871,PASSIE,STONE,TM220,,,49% CO 46% PES 5% EA,TWILL,WEFT,,225,140,PD,,,5.3,,,,
SECEN TEKSTIL,DOS-0003,MEILLEUR HOMME SS,SS25,7458 / SAROZ-V3,510-2101,CYPRUS,BLUE-STRP,V1,,,66% CO 31% PES 3%EA,BARRE,WEFT,,115,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7458 / SAROZ-V6Y,510-2101,CYPRUS,PINK-STRP,V2,,,66% CO 31% PES 3%EA,BARRE,WEFT,,115,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7461 / SAROZ V2 Y,510-2147,CYPRUS,D.BLUE-STRP,V1,,,65% CO 32% PES 3%EA,BARRE,WEFT,,110,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7461 / SAROZ V2 Y,510-2147,CYPRUS,L.BLUE-STRP,V2,,,65% CO 32% PES 3%EA,BARRE,WEFT,,110,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,8479/ SAROZ V1 Y,510-2305,CYPRUS,PINK/NAVY-STRP,V1,,,64% CO 33% PES 3%EA,BARRE,WEFT,,107,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,8480 / SAROZ V1 Y,510-2306,CYPRUS,BEIGE/BROWN-STRP,V1,,,65% CO 32% PES 3%EA,BARRE,WEFT,,110,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,8478 / SAROZ V1 Y,510-2307,CYPRUS,BEIGE/NAVY-B.STRP,V1,,,65% CO 32% PES 3%EA,BARRE,WEFT,,110,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7460 / SAROS -V2,510-2150,CYPRUS,BEIGE,V2,,,66% CO 31% PES 3%EA,BARRE,WEFT,,115,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,7460 / SAROS -V1,510-2150,CYPRUS,BABY-BLUE,V1,,,66% CO 31% PES 3%EA,BARRE,WEFT,,115,146,YD,,,4.3,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN PRT,510-3010,MADLEINE-PRT,POLKA-DOT,DG25026,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PRINT,,,5.2,,,,
SECEN TEKSTIL,DOS-0003,CHARME SS,SS25,3838 / SILKY TURN PRT,510-3010,MADLEINE-PRT,CAMEL-ZEBRA,DG27495,VTRANS,X800,46% CO 54% RAYON,PLAIN,RIGID,,60,147,PRINT,,,5.2,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,RY-5548-162-1,610-2156,CALEB,BROWN-H.BONE,V1,,,100% CO,TWILL,RIGID,36/1 - 30/1,130,149,YD,,,,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,r-17123-161-1,610-3012,CARBON,BW-HOR.RIBS,V1,,,100% CO,RIBS,RIGID,50/2-50/2,213,158,YD,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-314-11361-1,610-2205,CARMINA,CHECK,MULTI COLOR,,,100% CO,PLAIN,RIGID,,105,153,YD,,,4.25,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-17717-111-3,610-1080,CARSON,NAVY,V3,,,98% CO 2% EA,S.SUCKER,WEFT,,155,145,PD,,,4.2,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,R9909-161-4,610-1701,CASANDRA,NAVY  ,NM800,,,100% CO,FANCY,RIGID,,237,148,PD,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME AW,AW 26-27,K-11527-1337-1,610-2152,CASON,PLAID,L.LILA-LILA,DELOOR,3R201,100% CO,TWILL,RIGID,,140,150,PD,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME AW,AW 26-27,K-11527-1336-3,610-2154,CASON,BEIGE-LILA.CHECK,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,140,150,YD,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,K-11527-1340-1,610-2156,CASON,CHECK,BROWN-DENIM,DELOOR,3R201,100% CO,TWILL,RIGID,,140,150,YD,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,RY-9027-163-2,610-2240,CEBROS,BLUE,V2,,,100% CO,FANCY,RIGID,50/1 - 50/1,127,154,,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,HY-10418-362-1,610-2511,CHIARA,CHECK,MULTI.COLOR,,,84% CO 14% PES 2% EA,PANAMA,WEFT,30/1 - 30/1,218,143,,,,,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,K-17150-132-1,610-3201,COOPER,MULTI-PETIT-CHECK,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,300,156,YD,,,7.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME AW,AW 26-27,K-17150-131-1,610-3208,COOPER,PLAID.MULTI.CHECK,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,300,156,YD,,,7.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME AW,AW 26-27,K-17150-134-1  (131 İN MAVİSİ),610-3210,COOPER,PLAID.MULTI.CHECK,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,300,156,YD,,,7.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME AW,AW 26-27,K-16230-133-1,610-3330,COOPER,PDP,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,300,156,,,,7.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,610-2522,610-2522,CORONA,SEERSUCK-STRP,YEL-WHI,,,98% 2% EA / WARP,PLAIN,WARP,40/1 - 40/1,131,150,YD,,,,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,RY-5377-261-1,610-2076,CORRY,PRINCE-DE-GAULE,V1,,,100% CO,PLAIN,RIGID,50/1 - 50/1,115,158,YD,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16040-1615-1,610-2612,CORTES,PLAID-D.FACE,BEIGE-GREY,,,100% CO,TWILL,RIGID,,275,154,YD,,,8.35,,,,
BEZ TEKSTIL,DOS-0004,,SS25,610-2164,610-2164,CURTIS,H.BONE MELANGE,,,,100% CO,TWILL,RIGID,20/1 - 20/1,155,149,YD,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,RY-8484-133-4,610-2501,LAMAR,DENIM-LOOK,V1,DELOOR,3R201,90% CO 8% LI 2% EA,FANCY,WEFT,24/1 - 30/1,180,160,YD,,,6.65,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-3658-161-1,610-2014,LATERN,,BABY BOY,,,76% CO 23% LI 1% EA,FANCY,WEFT,24/1 CO/LI 70/30 - 24/1 +24/1 CO/LI,135,152,,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-10564-161-4,610-2196,LOULOU,PINK,V4,,,70% CO 30% LI,FANCY,RIGID,,175,150,,,,8.65,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,RY-10153-114-1,610-2712,LUCA,BLACK-WHITE-PdP,V1,C-RPX,X400,80% CO 18% LI 2% EA,PLAIN,WEFT,,145,168,,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16756-134-1,610-2081,LUCY,PLAID,BEIGE-GREY,C-RPX,X400,92% CO 8% LI,TWILL,WEFT,,195,153,,,,6.35,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,HY-11580-331-1,610-2181,MADURA,DENIM-LOOK,V1,,,100% CO,TWILL,RIGID,50/2-50/2,240,150,,,,,,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-6210-311,610-1085,PALMA,,PL185,DARIUS'X,X8000,100% CO,PLAIN,WEFT,60/1 - 60/1 ,108,157,,,,3.8,,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-6210-311-17,610-1085,PALMA,PORCELAIN,MM100,DARIUS'X,X8000,100% CO,PLAIN,RIGID,60/1 - 60/1 ,108,157,,,,3.8,,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-6210-311,610-1085,PALMA,CIVA,TM300,DARIUS'X,X8000,100% CO,PLAIN,RIGID,60/1 - 60/1 ,108,157,,,,3.8,,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-6210-311,610-1085,PALMA,ESPRESSO,CM900,DARIUS'X,X8000,100% CO,PLAIN,RIGID,60/1 - 60/1 ,108,157,,,,3.8,,,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,H-4376-311-13,610-1089,PANTHEON,SIREN,QM650,,,100% CO,PLAIN,RIGID,120/2 - 120/2,103,153,PD,,,10,#036980,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-14451-1158-3,610-2621,PATARA,STRIPE,BEIGE-NAVY,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,60/1 - 113/1 ,94,151,,,,6,,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-4511-311-,610-1039,PATRICIA,BARBIE,PM450,,,98% CO 2% EA,PLAIN,WEFT,60/1 60/1,105,150,,,,5.7,,—,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-4511-311-17,610-1039,PATRICIA,MALBEC,FM520,,,98% CO 2% EA,PLAIN,WEFT,60/1 60/1,105,150,PD,,,5.7,#CF3464,,,
BEZ TEKSTIL,DOS-0004,MUSTANG SS,SS25,H-4511-311-13,610-1039,PATRICIA,,PL185,,,98% CO 2% EA,PLAIN,WEFT,60/1 60/1,105,150,,,,5.7,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,H-4460-311-71,610-1040,PAULETTE,BLUSH,RM250,,,96% CO 4% EA,PLAIN,WEFT,70/1 70/1,95,150,PD,,,8.15,#E05156,—,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,H-5314-311-9,610-1088,PHILEA,MAGENTA,FM400,DARIUS'X,X8000,100% CO,PLAIN,RIGID,100/2 - 100/1,104,160,PD,,,8.7,#D61A67,—,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-17233-111-1,610-2361,PIER,STRIPE,L.BLUE,,,62% CO 38% PES-T400,PLAIN,RIGID,70/1-120/1-,92,143,,,,6.35,,,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,RY-8855-161-12,610-2194,PINA,CELESTE,V12,,,100% CO,FANCY,RIGID,60/1 100/2 - 60/1 100/2,100,155,,,,7.55,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,RY-6282-164-1,610-2187,POLINE,PINK,V1,,,100% CO,FANCY,RIGID,60/1 - 60/1,105,155,,,,5.15,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-16252-111-2,610-2435,PRALINE,FUXIA-STRIPE,V2,,,100% CO,PLAIN,RIGID,80/1 - 50/1 + 80/1 ,60,148,,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-16252-112-1,610-2436,PRALINE,BORDO-STRIPE,V1,,,100% CO,PLAIN,RIGID,80/1 - 50/1 + 80/1 ,60,148,,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-16252-112-2,610-2436,PRALINE,CELESTE-ORANGE,V2,,,100% CO,PLAIN,RIGID,80/1 - 50/1 + 80/1 ,60,149,,,,4.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-14777-161-4,610-2510,CERES,L.BLUE/STRIPED,V4,,,98% CO 2% EA,SEER SUCKER,WEFT,50/1 - 50/1,100,150,,,,4.45,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-14777-161-2,610-2510,CERES,RED/STRIPED,V2,,,98% CO 2% EA,SEER SUCKER,WEFT,50/1 - 50/1,100,150,,,,4.45,,,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,H-9963-341-2,610-1100,ARIANNE,BLACK,XM001,,,100% CO,SATEEN,RIGID,70/1-60/1,105,151,,,,4.7,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-774-1646-4,610-2121,TAINA,ORANGE STRIPE,V4,,,100% CO,FANCY,RIGID,,95,150,,,,7,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-11524-4113-1,610-2082,TANGO,P.CHECK,L.BLUE,,,100% CO,PLAIN,RIGID,70/1-70/1,109,156,,,,8.05,,,,
BEZ TEKSTIL,DOS-0004,,,R-6337-1117-7,610-2079,TAREK,STRIPE,GREY-WHITE,,,100% CO,PLAIN,RIGID,50/1 - 50/1,103,155,,,,,,,,
BEZ TEKSTIL,DOS-0004,,,RY-11360-164-2,610-2167,TARTAN,BLUE-WHITE-B.CHECK,V2,,,100% CO,PLAIN,RIGID,50/1 - 100/2,100,151,,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-10658-162-2,610-2086,TAURUS,V2,BLUE-RED,,,100% CO,TWILL,RIGID,60/1 - 50/1,110,151,,,,6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-10658-162-1,610-2086,TAURUS,V1,BLUE-BLACK,,,100% CO,TWILL,RIGID,60/1 - 50/1,110,151,,,,6,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,R-12212-161-7,610-2142,TAYLAN,RED-WHITE-STRP,V7-NAVY,,,100% CO,PLAIN,RIGID,60/1 - 60/1,100,145,,,,5.3,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-10531-1132-3,610-2154,TENER,CHECK,MULTI-COLOR,,,100% CO,PLAIN,RIGID,50/1 - 50/1,105,150,,,,4.55,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-11565-414-1,610-2092,THEO,NAVY-WHITE.STRP,V1,PAX-7,PX700,100% CO,PLAIN,RIGID,70/1 - 70/1,97,154,,,,7.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-11524-415-2,610-2095,THEO,NAVY-WHITE-STRP,V2,PAX-7,PX700,100% CO,PLAIN,RIGID,70/1 - 70/1,90,147,,,,8.05,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,R-11524-4116-1,610-2096,THEO,NAVY-WHITE-STRP,V1,PAX-7,PX700,100% CO,PLAIN,RIGID,70/1 - 70/1,90,148,,,,8.05,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,R-11524-4115-2,610-2098,THEO,NAVY-WHITE-PCHECK,V2,PAX-7,PX700,100% CO,PLAIN,RIGID,70/1 - 70/1,108,152,,,,8.05,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-8842-1162-1,610-2093,TIAGO,NAVY-RED-STRP,V1,,,100% CO,PLAIN,RIGID,60/1- 70/1,97,154,,,,5.75,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-11528-416-3,610-2146,TIBER,GREY-PINSTRIPE,V3,PAX-7,PX700,98% CO 2% EA,FANCY,WEFT,70/1 - 70/1,105,150,,,,7,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,R-11528-415-6,610-2146,TIBER,D.GREY,V6,PAX-7,PX700,98% CO 2% EA,FANCY,WEFT,70/1 - 70/1,105,150,,,,7,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16137-1613-2,610-2279,TIFANNY,PETIT-CHECK,BLUE-ECRU/V1,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16137-1613-1,610-2279,TIFANNY,PETIT-CHECK,BEIGE-ECRU/V2,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16137-167-1,610-2280,TIFANNY,PETIT-CHECK,BEIGE-ECRU,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16137-167-4,610-2280,TIFANNY,PETIT-CHECK,NAVY-GREY,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,K-16137-162-1,610-2281,TIFANNY,GREY-D.ORANGE-PLAID,V1,,,100% CO,DOUB.FACE,RIGID,,150,145,YD,,,6.6,—,https://drive.google.com/thumbnail?id=1hCz7PT5ZcUMP-dAHAhb_Dz2S0PAA9X3E&sz=w1000,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME AW,AW 26-27,K-16137-164-1,610-2282,TIFANNY,BLACK-D.ORANGE-PLAID,V1,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16137-161-3,610-2300,TIFANNY,PLAID,BEIGE-BORDO,,,100% CO,DOUB.FACE,RIGID,,150,145,,,,6.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-14777-161-1,610-2510,CERES,BLUE/STRIPED,V1,,,98% CO 2% EA,SEER SUCKER,WEFT,50/1 - 50/1,100,150,,,,4.45,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-11524-4127-1,610-2140,TITAN,PIN-STRIPE,BW,PAX-7,PX700,100% CO,PLAIN,RIGID,70/1 - 70/1,110,154,,,,8.05,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-8842-1158-1,610-2094,TOM,STRIPE,LILA-ORAN,,,100% CO,PLAIN,RIGID,60/1 - 70/1,102,151,,,,5.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-8842-1157-1,610-2095,TOM,STRIPE,LILA-ORAN,,,100% CO,PLAIN,RIGID,60/1 - 70/1,102,153,,,,5.75,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-16211-1211-1,610-2601,TORONTO,STRIPE,V1,,,71% CO 25% PA 4%EA,FANCY,RIGID,60/1 - 113/1,92,153,,,,7.8,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-11530-413-3,610-2049,TREVIS,BLUE-WHITE-PdP,V3,PAX/7,PX700,100% CO,PLAIN,RIGID,120/2 - 120/2,105,157,,,,9.55,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-11530-415-2,610-2061,TREVIS,BLUE-WHITE-P.STRP,V2,PAX/7,PX700,100% CO,PLAIN,RIGID,120/2 - 120/2,102,155,,,,9.55,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-6546-116-7,610-2412,TRUVA,CHAMBRE BW,BLACK-WHITE / V7,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,150,,,,4.35,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-6546-116-6,610-2412,TRUVA,CHAMBRE  ,FUXIA-WHITE / V6,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,150,,,,4.35,,,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,R-6546-116-8,610-2412,TRUVA,CHAMBRE,PINK-V8,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,150,,,,4.35,,,,
BEZ TEKSTIL,DOS-0004,OVERDOSE,SS25,R-6546-116,610-2412,TRUVA,NAVY-WHITE-CHAMB.,V6,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,150,,,,4.35,,,,
