Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8000-V1-LBROWN,570-3000,WALES,DESSERT,V5,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8000-V2- GREY MEL,570-3000,WALES,GREY.MELANGE,V1,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8000-V3-BROWN,570-3000,WALES,MOCHA,V4,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8000-V4-NAVY,570-3000,WALES,MARINE,V3,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8006-V1-DARK GREY,570-3012,WALES,D.GREY,V1,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8006-V2-BROWN,570-3012,WALES,CHOCOLATE,V2,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8018 DS V2,570-3009,WALES,NAVY,V1,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8019 DS V1,570-3015,WALES,L.GREY-PGD,V1,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,180,150,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,,570-3050,WHISPER,GREY.MELANGE,V1,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,210,147,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,,570-3050,WHISPER,L.GREY-PGD,V2,WOOLX,WX001,12% WO 62% PES 17% VIS 3% EA,PLAIN,WEFT,,210,147,,,,5.3,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8014-V3,570-3020,WAYNE,NAVY-G.MELANGE,V5,WOOLX,WX001,10% WO 66% PES 21% VIS 3% EA,TWILL,WEFT,,210,150,,,,5.9,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8014-V4,570-3020,WAYNE,N.AVY-GREY,V6,WOOLX,WX001,10% WO 66% PES 21% VIS 3% EA,TWILL,WEFT,,210,150,,,,5.9,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8017-V1,570-3024,WAYNE,BROWN-GREY,V1,WOOLX,WX001,10% WO 66% PES 21% VIS 3% EA,TWILL,WEFT,,210,150,,,,5.9,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,MEILLEUR HOMME AW,AW 26-27,8018-V1,570-3040,WAYNE,BLACK-D.GREY,V1,WOOLX,WX001,10% WO 66% PES 21% VIS 3% EA,TWILL,WEFT,,210,150,,,,5.3,,,,
NATUREL KUMAS,DOS-0007,MEILLEUR HOMME AW,AW 26-27,NAT VERONA-10144/02 (BLACK),620-0096,WINORA,BLACK,V1,WOOSOO,WS0020,11% WO 59% PES 28% VIS 2% EA,PLAIN,WEFT,,177,156,YD,,,5.75,,,,
NATUREL KUMAS,DOS-0007,MEILLEUR HOMME AW,AW 26-27,NAT VERONA-10144/02A (NAVY),620-0096,WINORA,NAVY,V2,WOOSOO,WS0020,11% WO 59% PES 28% VIS 2% EA,PLAIN,WEFT,,177,156,YD,,,5.75,,,,
OSMANIYE,DOS-0015,OVERDOSE,AW 26-27,OSMANIYE,802-1000,ZION,BLACK,V1,,,100% PU,,RIGID,,324,140,,,,,,,,
OSMANIYE,DOS-0015,OVERDOSE,AW 26-27,OSMANIYE,802-1000,ZION,PHYTON-CROCO-BEIGE,V2,,,100% PU,,RIGID,,324,140,,,,,,,,
OSMANIYE,DOS-0015,OVERDOSE,AW 26-27,OSMANIYE,802-1005,ZENOS,PHYTON-CROCO-ORANGE,V3,,,100% PU,,RIGID,,350,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,964950,123-8500,PHOENIX,BLACK,XM001,,,58% CO 38% RAY 4% EA,DOUB.FACE,WEFT,,250,140,,,,,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J-2018,570-5120,DEBORA,BLACK/BEIGE,V1,,,78% PES 19% VIS 3% EA,JACQUARD,WEFT,,250,145,,,,5.4,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME AW,AW 26-27,J-2038,570-5130,DEBORA,BLACK/BEIGE,V1,,,69% PES 28% VIS 3% EA,JACQUARD,WEFT,,250,145,,,,5.5,,,,
NATUREL KUMAS,DOS-0007,CHARME AW,AW 26-27,10130 SANTO STRIPE,620-3050,VILDA,NAVY-CELESTE-STRP,V2,,,64% PES 34% VIS 2% EA,FANCY,WEFT,,190,150,YD,,,3.85,,,,
NATUREL KUMAS,DOS-0007,CHARME AW,AW 26-27,10130 SANTO STRIPE,620-3050,VILDA,D.GREY-L.GREY-STRP,V1,,,64% PES 34% VIS 2% EA,FANCY,WEFT,,190,150,YD,,,3.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1344433,134-4433,MERLIN,GOLD,,HARDY,X1200,97% CO 3% EA,SATEEN,WEFT,40/1-40/1,205,145,,,,3.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1345816,134-5816,CARAMBA,ZIMT,CD500,,,99% CO 1% EA,TWILL,WEFT,,360,149,,,,3.55,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1345946,134-5946,PERVIN,ROJO,RL486,,,53% CO 43% PA 4% EA,DOUB.FACE,WEFT,,235,142,PD,,,6.3,#C2253C,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1362722,136-2722,MARLON,DARK-DENIM,V1,,,81% CO 16% PES 2% EA,TWILL,WEFT,,320,144,,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1354299,135-4229,MILA,MARINE,NM901,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,,234,151,,,,3.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1347025,134-7025,MIKADO,DEEP.BLACK,XX001,,,97% CO 3% EA,TWILL,WEFT,,320,143,,,,4.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1346726,134-6726,CARUSO,INK,NM870,,,97% CO 3% EA,PANAMA,WEFT,,260,150,,,,4.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1353623,135-3623,PATAYA,MIDNIGHT,NM860,,,94% CO 6% EA,TWILL,BI-STR,,290,145,,,,5.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1226562,122-6562,MONTANA WR,MOUSSE,CM680,WR,CR008,100% CO,DOUB.FACE,RIGID,,400,141,PD,,,6.35,,,,
BARUTCU TEKSTIL,DOS-0013,MUSTANG AW,AW 26-27,50179.B.00/11080,550-2008,MAGGIE,BLACK,XM001,,,97% CO 3% EA,TWILL,WEFT,,260,127,,,,,,,,
BARUTCU TEKSTIL,DOS-0013,MUSTANG AW,AW 26-27,50179.B.00/11080,550-2008,MAGGIE,CHICK,SM400,,,97% CO 3% EA,TWILL,WEFT,,260,127,,,,,,,,
BARUTCU TEKSTIL,DOS-0013,MUSTANG AW,AW 26-27,50179.B.00/11080,550-2008,MAGGIE,ICE-CREAM,BM086,,,97% CO 3% EA,TWILL,WEFT,,260,127,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1353725,135-3725,PALMER,BLACK,XM001,,,66% CO 27% PA 7% EA,TWILL,BI-STR,,278,149,,,,6.8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1346327,134-6327,MENDOZA,CAMEL,CM368,LOOP WASH,LPW,100% CO,PANAMA,RIGID,,310,147,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1346452,134-6452,CAMBRIDGE,,ND669,LOOP WASH,LPW,98% CO 2% EA,FANCY,WEFT,,255,139,,,,5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,DIMANIA,332-1265,CHABELL,BEIGE,BL495,GARMENT-WASH,WASH,100% CO,TWILL,RIGID,60/2-60/2,250,150,,,,6.1,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1348659,134-8659,PICARD,SYRAH,RM800,WR,CR008,84% CO 16% PA,TWILL,RIGID,,330,149,PD,,,6,#611F1A,—,,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,1256324,125-6324,AICELL,,HD470,WR+MEMB,CR008,98% CO 2% EA,RIPSTOP,WEFT,,240,144,,,,,,,,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,1256324,125-6324,AICELL,VV,TD600,WR,CR008,98% CO 2% EA,RIPSTOP,WEFT,,225,148,,,,,,,,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,1256324,125-6324,AICELL,TOAD,HM300,WR,CR008,98% CO 2% EA,RIPSTOP,WEFT,,225,148,,,,,,,,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,FLAVIA ARMUR,620-1010,FLUX,,DL450,MEMBRAN.COAT,MEMCOT,63% PES %24% VIS 3% EA,FANCY,WEFT,,295,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,LANCIA,877230,LANCIA,KHAKI,GM420,GARMENT-DYE,G-DYE, 76% CO 24% LI,TWILL,RIGID,,255,150,,,,6.6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-6124,122-6124,LARCA,LISBON,SM350,HARDY,X1200,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.05,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA,,BL122,HARDY,X1200,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA,SABBIA,BM450,HARDY,X1200,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA,,BL122,WR,CR008,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA-WR,,CD790,WR,CR008,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA-WR,ORION,TM620,WR,CR008,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,122-6124,LARCA-WR,BLACK,XM001,WR,CR008,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-8634,122-8634,LARIN,,EL212,MAEX,MX501,57% LI 43% TEN,TWILL,RIGID,,187,144,,,,9.75,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-6719,122-6719,LARIS,,ML059,C-RPX,X400,53% LI 47% TEN,TWILL,RIGID,1/33 - 20/1,145,130,,,,8.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-6719,122-6719,LARIS,ANEMONE,PM200,C-RPX,X400,53% LI 47% TEN,TWILL,RIGID,1/33 - 20/1,145,130,,,,8.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-6719,122-6719,LARIS,SUZY,GM099,C-RPX,X400,53% LI 47% TEN,TWILL,RIGID,1/33 - 20/1,145,130,,,,8.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1085328,108-5328,LATIFA,DENIM,V3,GARMENT-DYE,G-DYE,72% CO 28% LI,TWILL,RIGID,,200,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,9702 FLARA-K,330-1067,LATMOS,ECRU-BLUE-P.STRP,V1,C-RPX,X400,82% CO 18% LI,TWILL,RIGID,,210,160,,,,4.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1098029,109-8029,LAWRENCE,SKY-BLUE,ML059,GARMENT-DYE,G-DYE, 52% LI 48% CO,TWILL,RIGID,,150,175,,,,8.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1344433,134-4433,MERLIN-DLR,KHAKI,,DELOOR,3R201,97% CO 3% EA,SATEEN,WEFT,40/1-40/1,205,145,,,,3.95,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-3452,122-3452,PALOMA,VIOLA,VL362,TX84,MAR-LEN,44% CO 52% PA 4%EA,SATEEN,WEFT,,205,162,PD,,,7.3,#B38FB0,—,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,AW 26-27,122-9636,122-9636,REINA,BLACK,XM001,MAEX,MX501,53% CO 42% VIS 5% EA,SATEEN,WEFT,50/1 - 28/1,205,148,,,,4.8,,,,
SERIKO TEKSTIL,DOS-0008,CHARME SS,SS25,3729,520-1081,LECITA,MUSHROOM,EM200,MAR-LEN,TX84,77% VIS 23% LI,TWILL,RIGID,,190,150,,,,8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1085930,108-5930,LENNON,SKY-BLUE,ML059,GARMENT-DYE,G-DYE, 61% LI 39% CO,TWILL,RIGID,,200,155,,,,9.25,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-9525,122-9525,LEO,CARAMELA,EM212,MAEX,MX501,66% CO 39% LI,PLAIN,RIGID,,145,150,,,,5.55,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-9525,122-9525,LEO,,DL418,C-RPX,X400,66% CO 39% LI,PLAIN,RIGID,,145,150,,,,5.35,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-9525,122-9525,LEO,FOAM,BM150,C-RPX,X400,66% CO 39% LI,PLAIN,RIGID,,145,150,,,,5.35,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-9525,122-9525,LEO,PAPIRUS,BM300,C-RPX,X400,66% CO 39% LI,PLAIN,RIGID,,145,150,,,,5.35,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,PALAMIR / KL-5530-V00-00,540-0021,LEROS,NATURALE,AM103,MAR-LEN,TX84,42% PES 29% TEN 16% LI 13% VIS,PLAIN,RIGID,,185,152,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,123-9929,123-9929,LESLY,NUDE,LM280,MAEX,MX501,70% CO 30% LI,PLAIN,RIGID,40/1 - 80/2 -1/33,158,167,,,,6.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,123-9929,123-9929,LESLY,CHAMPAGNE,LM360,MAEX,MX501,70% CO 30% LI,PLAIN,RIGID,40/1 - 80/2 -1/33,158,167,,,,6.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,124-0035,124-0035,LEXI,PALE SALMON,CL500,MAEX,MX501,65% CO 35% LI,PLAIN,RIGID,40/1 - 60/1 - 1/33,159,170,,,,6.6,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1239732,123-9732,LAOS,IVORY,AM101,MAEX,MX501,65% CO 35% LI,PLAIN,RIGID,100/2 - 1/33,157,158,,,,6.6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,126-5831,126-5831,PINYA,BUZUL,QM108,MAEX,MX501,100% CO,PLAIN,RIGID,100/2 - 70/1,100,154,PD,,,5.1,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,126-5247,126-5247,PETERSON,ROCKWOOD,HM310,MAEX,MX501,100% CO,PLAIN,RIGID,120-80/1,110,154,,,,7.6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1220952,122-0952,LEVI,MINT,GM150,MAEX,MX501,57% CO 43% LI,DOUB.FACE,RIGID,80/2-26/1-1/26,246,156,,,,12.6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1220952,122-0952,LEVI,IVORY,AM101,C-RPX,MX400,57% CO 43% LI,DOUB.FACE,RIGID,80/2-26/1-1/26,246,156,,,,12.4,,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-0952,122-0952,LEVI,NAR,RM300,MAEX,MX501,57% CO 43% LI,DOUB.FACE,RIGID,80/2-26/1-1/26,246,156,PD,,,12.6,#D53038,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,540-2045,540-2045,LIAM,GREEN-STRIPED,V3,MAR-LEN,TX84,64% PES 25% TEN 11% LI,BARRE,RIGID,,112,151,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1257025,125-7025,LIBERTY,BW-PIED-POULE,V1,C-RPX,X400,51% CO 45% LI 4% EA,TWILL,WEFT,,195,150,,,,11.5,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,123-8012,123-8012,LILIAN,SABBIA,BM450,MAR-LEN,TX84,51% VIS 36% CO  13% LI,PLAIN,RIGID,,175,155,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,A10291,A10291,LIMA,LINO,BM600,C-RPX,X400,82% CO 18% LI,TWILL,RIGID,,185,155,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,126-6424,126-6424,LINUX,BLACK,XM001,,, 90% COT 10% LI,PLAIN,RIGID, 70/1 -24/1 +70/1,95,150,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,126-6424,126-6424,LINUX,NATURALE,AM103,,, 90% COT 10% LI,PLAIN,RIGID, 70/1 -24/1 +70/1,95,150,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-6429,124-6429,LISBOA,SORBE,SM250,MAEX,MX501,50% VIS 26% CO 20% LI 4% EA,TRICOTINE,WEFT,,220,145,,,,9.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,790827,790827,LISTER,NATURALE,AM103,,,87% CO 13% LI,TWILL,RIGID,,175,153,,,,4.25,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,124-5033,124-5033,LIZBON,DENIM,V3,GARMENT-DYE,G-DYE,52% LI 48% CO,TWILL,RIGID,,210,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,LOGAN,980024,LOGAN,SILVER,TM215,GARMENT-DYE,G-DYE, 72% CO 28% LI,TWILL,RIGID,,155,150,,,,5.1,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,125-8922,125-8922,LONDON,LUNA,TM370,DELOOR,3R201,100% CO,PANAMA,RIGID,16/1 - 12/1,246,152,,,,3.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,125-8922,125-8922,LONDON,BLACK,XM001,DELOOR,3R201,100% CO,PANAMA,RIGID,16/1 - 12/1,246,152,,,,3.3,,,,
BARUTCU TEKSTIL,DOS-0001,CHARME SS,SS25,43006,550-1049,LORIS,NATURALE,AM102,C-RPX,X400,54% VIS 46% LI,TWILL,WEFT,,265,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,20335 / OLITE ,560-1488,LOTTI,AMAZON,GM350,MAR-LEN,TX84,52% RAY 48% LI,FANCY,RIGID,,170,165,,,,9.35,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,100-8425,100-8425,LOUIS,ARMY,HM500,,,63% TEN 26% CO 11% LI,TWILL,RIGID, 30/1 - 20/1,175,150,,,,4.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,234-5020,LOWEN,SABBIA,BM450,HARDY,X1200,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.05,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,122-6124,234-5020,LOWEN-WR,,BL122,WR,CR008,82% CO 18% LI,TWILL,RIGID,20/1 - 20/1 1/26,264,161,,,,7.85,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,103-2225,103-2225,LUBRIC,PISTACHIO,HM400,MAR-LEN,TX84,60% TEN 34% CO 6% LI,TWILL,RIGID,,175,150,,,,4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,130-3231,130-3231,LUCAS,FOREST,V3,C-RPX,X400,43 % CO 34% LI 23% PES,FANCY,RIGID,,197,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,130-3299,130-3299,LUCAS,DENIM,V2,C-RPX,X400,43 % CO 34% LI 23% PES,FANCY,RIGID,,197,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,130-6031,130-6031,LUCAS,BEIGE,V1,C-RPX,X400,43 % CO 34% LI 23% PES,FANCY,RIGID,,197,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,LUKE,743830,LUKE,KHAKI,GM420,GARMENT-DYE,G-DYE, 80% CO 17% LI 3% EA,TWILL,WEFT,,210,150,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,LUSSO,969731,LUSSO,L.BEIGE,DD215,GARMENT-DYE,G-DYE, 74% CO 25% LI 1% EA,H.BONE,WEFT,,220,145,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1044922,104-4922,LYDIA,KHAKI,GM420,GARMENT-DYE,G-DYE, 49% CO 49% LI 2% EA,,WEFT,,310,155,,,,5,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,127-8523,234-6231,LYON,INK,NM870,HARDY,X1200,87% CO 13% LI,TWILL,RIGID,20/1 - 20/1+1/26,265,159,PD,30 / bleach_no / tumble_no / iron_medium / dry_P,,5.95,#242433,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1295399,129-5399,CATMUS,HAZELNUT,CM141,HARDY,X1200,100% CO,PANAMA,RIGID,,345,154,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,122-9636,122-9636,REINA,GALACTIC,NM600,MAEX,MX501,53% CO 42% VIS 5% EA,SATEEN,WEFT,,205,148,,,,4.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1115140,111-5140,TAYA,,OD390,DELOOR,3R201,48% TEN 46% CO 6% EA,TRICOTINE,WEFT,,190,148,,,,,,,,
KNITED FABRICS,DOS-0010,AISATECH,AW 26-27,ALDO BK-1031,580-1040,PALANTIR,NAVY,ND806,MAR-LEN,TX84,92% PA 8% EA,PLAIN,BI-STR,,135,140,,,,3.45,,,,
KNITED FABRICS,DOS-0010,AISATECH,AW 26-27,ALDO BK-1031,580-1040,PALANTIR,GRAIN,DD305,MAR-LEN,TX84,92% PA 8% EA,PLAIN,BI-STR,,135,140,,,,3.45,,,,
KNITED FABRICS,DOS-0010,AISATECH,AW 26-27,MENDERES,580-1050,PARKS,FERRO,TM650,MAR-LEN,TX84,85% NYL 15% EA,TWILL,BI-STR,,240,145,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1221752,122-1752,JANICE,PFD,AM500,VELOX,VX503,95% CO 5% EA,SATEEN,WEFT,60/1*40/1,200,147,PD,,,5.55,,,Article DetailsArticle Code122-1752Article NameJANICEColor CodeAM500Color NamePFDTreatment CodeVX503Treatment NameVELOXSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition95% CO 5% EAWeaveSATEENStretchWEFTConstruction60/1*40/1Weight GSM200Width CM147Dye TypePDColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1221752Base Price EUR5.55HistoryMedia & IdentificationQR CodeArticle ImageNo image,
TAN TEKSTIL,DOS-0006,AISATECH,AW 26-27,DUSTIN 1/4,630-1800,PRIMUS,CHARCOAL,TM660,HARDY,X1200,67% CO 33% NYL,TWILL,RIGID,,195,150,,,,6.9,,,,
TAN TEKSTIL,DOS-0006,AISATECH,AW 26-27,DUSTIN 1/5,630-1800,PRIMUS,INK,NM870,HARDY,X1200,67% CO 33% NYL,TWILL,RIGID,,195,150,,,,6.9,,,,
TAN TEKSTIL,DOS-0006,AISATECH,AW 26-27,DUSTIN 1/2,630-1800,PRIMUS,GRAIN,BL508,HARDY,X1200,67% CO 33% NYL,TWILL,RIGID,,195,150,,,,6.9,,,,
TAN TEKSTIL,DOS-0006,AISATECH,AW 26-27,DUSTIN 1/3,630-1800,PRIMUS,CROCO,HM800,HARDY,X1200,67% CO 33% NYL,TWILL,RIGID,,195,150,,,,6.9,,,,
TAN TEKSTIL,DOS-0006,MEILLEUR HOMME AW,AW 26-27,COCKNEY ME 236/7,630-2180,CRISTLE,BLUE-MELANGE-STRP,V2,DELOOR,3R201,100% CO,TWILL,RIGID,,133,150,,,,6.4,,,,
TAN TEKSTIL,DOS-0006,MEILLEUR HOMME AW,AW 26-27,COCKNEY ME 236/1,630-2180,CRISTLE,GREY-MELANGE-STRP,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,133,150,,,,6.4,,,,
TAN TEKSTIL,DOS-0006,CHARME AW,AW 26-27,COCKNEY PD 241/9,630-1180,CRISTLE,LIGHT-PINK,,DELOOR,3R201,100% CO,TWILL,RIGID,,133,150,,,,6.4,,,,
TAN TEKSTIL,DOS-0006,CHARME AW,AW 26-27,OXNARD 23/2,630-2215,CRISTA,BEIGE-PdP,V1,DELOOR,3R201,77% CO 23% LYC,TWILL,RIGID,,200,145,,,,6.5,,,,
